paperCount,citationCount,mutual_edge,ego_edge,hub,authority,average_degress,density,shortest_path,transitivity,num_community,node,neighbour_paper_mean,neighbour_citation_mean,neighbour_gender_ratio,gender,2015Ranking,ElectionYear,new_Id,subject
0.227967953,0.082064919,0,0,1,0.215070644,0,-1,0,-1,0,5.61E-06,0.099200943,0.088015907,0.651853253,0,2,1991,2099822074,53
0.260609358,0.121499984,0.316060178,0.162365424,1,0.997776995,0.012643947,0.030831334,0.415886124,0.161183269,0.2,0.000856198,0.126621631,0.082554747,0.141200951,0,0,1991,2082134624,13
0.28954608,0.209964479,0.19638676,0.192,0.989111291,0.976648289,0.019285643,0.058026656,0.429647611,0.23978721,0.428571429,0.000969232,0.606278243,0.457559035,0.312236287,0,8,1991,2116309138,12
0.112078346,0.064017193,0.160057309,0.092540964,1,0.855538897,0.002145804,0.052047575,0.460163758,0.091654594,0.35,6.49E-05,0.095591112,0.094562388,0.143120187,0,0,1991,2096411548,13
0.146354733,0.077179431,0.053792929,0.033629577,1,0.934579163,0.005918267,0.021856955,0.479716572,0.068643096,0.45,0.000393883,0.093591695,0.072654122,0.147380298,0,19,1991,723544412,13
0.224821974,0.173410879,0.521308745,0.365427136,1,0.999598812,0.04645554,0.020386705,0.570702939,0.435946947,0.238095238,0.00127645,0.467979843,0.500152978,0.437449565,0,69,1991,194157220,14
0.37792472,0.211578744,0.432516117,0.320413793,1,1,0.061524093,0.007233535,0.613685768,0.315522261,0.380952381,0.005125392,0.276702317,0.317421575,0.689086914,0,0,1991,1843211303,14
0.146490336,0.221164149,0.468107816,0.38794702,1,1,0.056514826,0.015297082,0.616714803,0.423102394,0.333333333,0.002290678,0.375637486,0.238418019,0.340302631,0,13,1991,2100800810,14
0.314852492,0.154659974,0.415375606,0.329977925,1,0.999673813,0.053207974,0.009649966,0.638803954,0.333186624,0.571428571,0.003139887,0.357171637,0.233211586,0.444945032,0,46,1991,2142948214,14
0.537138927,0.325096241,0.303324851,0.269230769,1,0.976886221,0.009278911,0.122034214,0.743799016,0.428709224,0.285714286,0.000155783,0.43323141,0.153526815,0.111111111,0,0,1991,2919724177,12
0.20975965,0.065852549,0.401628336,0.278037383,1,0.989023902,0.016262147,0.024265489,0.807900364,0.417145079,0.533333333,0.000681574,0.48471447,0.3741944,0.555966607,0,144,1991,33338168,53
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,6,1992,323942172,34
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,8,1992,2441013466,53
0.25788901,0.129747407,0.190712307,0.169144317,0.941417321,0.964453469,0.007693755,0.060008752,0.331953511,0.206623152,0.3,0.000205941,0.255955348,0.700241822,0.199207828,1,0,1992,2304552566,13
0.276387378,0.216812533,0.236518641,0.256567222,1,0.982229425,0.007846125,0.062216881,0.403331083,0.169097134,0.4,0.000214212,0.166960546,0.122966643,0.109195402,0,301,1992,2422938866,13
0.042726348,0.109498528,0.569423312,0.404,0.922178988,0.886290658,0.037590396,0.096036032,0.477588053,0.713341059,0.142857143,0.000193653,0.440684319,0.262238548,0.114520448,0,4,1992,2133514719,14
0.399287894,0.388527439,0.41685916,0.422912874,1,1,0.130843795,0.0027735,0.51749167,0.192670053,0.476190476,0.043163456,0.197686349,0.181791261,0.713827338,0,0,1992,665911924,14
0.39318413,0.157666876,0.344595466,0.183173804,1,1,0.05892882,0.005476521,0.63440205,0.246377065,0.619047619,0.006013783,0.505961651,0.2191463,0.494243228,0,6,1992,679556771,14
0.562647754,0.930145331,0.186426819,0.08001829,1,0.963205233,0.184112933,0.009692476,0.709110936,0.07278047,0.666666667,0.014838271,0.361244539,0.303219092,0.468189964,0,11,1992,1877272218,54
0.093035909,0.675771639,0.100526608,0.026839808,1,0.723773439,0.003800777,0,0.807066116,0.030038403,0.9,0.001657423,0.123358095,0.141127318,0.312970333,0,6,1992,2605534265,13
0.202888583,0.157101412,0.343744687,0.065934066,1,0.811182439,0.003323481,0.037079331,1,0.318861168,0.714285714,0.000128041,0.661522804,0.220984652,0.066666667,0,8,1992,2248670866,12
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,16,1993,328979055,52
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.62E-07,0.306485089,0.143767357,0,0,0,1993,300923051,13
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.05E-05,0.23265513,0.19776205,0.136494253,0,0,1993,189494216,13
0.171251719,0.028444701,0.464764247,0.666666667,0,0.970755728,0.002669711,0.542347788,0.251037476,0.597123183,0,1.32E-05,0.449032935,0.034333254,0.666666667,0,6,1993,2321324038,12
0.169424744,0.047297885,0.235294118,0,0.676470588,0.705882353,0.062501321,0.331036784,0.387465691,0,0.083333333,0.000206256,1,1,0,0,0,1993,674801699,54
0.206202394,0.231532065,0.211316118,0.115968048,1,0.997652341,0.007876841,0.009528589,0.460217279,0.117436058,0.5,0.001060193,0.077960765,0.061162988,0.183422532,0,4,1993,2143436411,13
0.119023398,0.03263671,0.415397356,0.372249322,1,0.999273453,0.080291881,0.018217008,0.512331955,0.274319833,0.333333333,0.003524178,0.556044578,0.224931644,0.447894389,0,29,1993,2097055098,14
0.094562648,0.459281177,0.080938147,0.06004902,1,0.82245508,0.167877111,0,0.585397526,0.008640848,0.583333333,0.052765038,0.057884092,0.053476566,0.341442405,0,6,1993,1958827600,54
0.507629705,0.350774651,0.469146821,0.24047619,1,0.999912002,0.06201611,0.006353619,0.60577664,0.290308476,0.666666667,0.005819377,0.36034132,0.382264367,0.599309432,0,0,1993,2141589565,14
0.835707019,0.408745596,0.383089032,0.224444444,1,1,0.077797274,0.002686609,0.670144248,0.251666804,0.619047619,0.017082128,0.368404035,0.151960175,0.529808626,0,21,1993,2150041093,14
0.023640662,0.013628057,0.26993865,0.152505447,1,0.798422436,0.109093215,0.041464595,1,0.13876652,0.5,0.001977627,0.77410183,0.754861467,0.110978362,0,46,1993,2609066401,54
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0001197,0.549227155,0.296080612,0.592874748,0,4,1994,1960361517,52
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.003892541,0.836394843,1,0.137323944,0,28,1994,2764461200,34
0.06039173,0.06013019,0.623137465,0.217471264,1,0.658369014,0.001539646,0.652801108,0.086358256,0.581378085,0.1,6.00E-06,0.351699026,0.657455702,0.148902821,0,4,1994,2152340363,13
0.114798694,0.048911452,0.25638832,0.10285803,1,0.914782266,0.016893884,0.140249894,0.216502535,0.509215088,0.2,0.000343614,0.087618556,0.120051499,0,0,26,1994,2280377093,13
0.167573449,0.076631264,0.35495611,0.227208784,1,0.998148884,0.008386688,0.045966325,0.439365702,0.263746141,0.3,0.000316371,0.122979952,0.083195667,0.143468412,0,301,1994,36360243,13
0.215451578,0.173569627,0.177565407,0.066572836,1,0.759002628,0.004083294,0.026873104,0.491526262,0.109663191,0.35,0.000213239,0.066720018,0.104517193,0.158509455,0,1,1994,2152902870,13
0.329094608,0.112524736,0.541099185,0.399835051,1,0.999785035,0.076369494,0.012313673,0.509849059,0.348544818,0.476190476,0.00476446,0.441223313,0.220899362,0.542631994,0,0,1994,2513160612,14
0.124109868,0.068902939,0.50989437,0.255274725,0.997216424,0.979001561,0.067661601,0.008081965,0.512309624,0.24943681,0.333333333,0.005413987,0.207324549,0.237584328,0.686108633,0,97,1994,2609369918,14
0.538657172,0.239924707,0.659267014,0.507264574,1,0.999404111,0.057088508,0.022204715,0.554868162,0.583180669,0.333333333,0.001718762,0.486452364,0.233944952,0.454479326,0,46,1994,2138093263,14
0.17188638,0.095046479,0.465870814,0.236111111,0.993632582,0.99218881,0.025061031,0.015434542,0.754961134,0.301955897,0.4,0.002309824,0.746181073,0.761821357,0.339175676,0,126,1994,2156599241,53
0.092198582,0.095753198,0.102564103,0.054012346,1,0.536019536,0.085418472,0.061858729,0.98403985,0.053571429,0.416666667,0.001419524,0.345612135,0.32285648,0.288940092,0,4,1994,2617496028,54
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000351848,0.463983155,0.308836984,0.79316888,1,15,1995,2073546224,54
0,0,0.504626866,0,0,1,0.010238908,0.142905594,0.303548201,0.262511063,0.142857143,2.26E-05,0.259223085,0.138180086,0,0,150,1995,2983303200,14
0.138133725,0.108782269,0.336310772,0.154929577,0.941100323,0.73696512,0.014114168,0.125157141,0.355799193,0.197862033,0.333333333,0.000420309,0.464128642,0.397558517,0.217771145,0,150,1995,322836374,52
0.150163221,0.163895724,0.161505578,0.316147653,0.860566112,0.955363536,0.017206057,0.051943432,0.39976477,0.187055122,0.15,0.000836414,0.292431442,0.305546082,0.110010293,0,2,1995,2093975808,13
0.274211099,0.155542405,0.251682794,0.281212842,0.975494073,0.983940836,0.009362432,0.108513142,0.471224753,0.423654912,0.3,0.000164105,0.106861147,0.100349567,0.537828101,0,4,1995,1964618306,13
0.289420142,0.283170037,0.614507777,0.474096472,1,1,0.129468062,0.004538021,0.578966289,0.418079286,0.571428571,0.029670308,0.257484372,0.324735411,0.679158078,0,0,1995,2615348959,14
0.102475928,0.033879787,0.117722176,0.035211268,0.995026208,0.979393894,0.020989068,0.017469568,0.599928679,0.146854491,0.428571429,0.003182791,0.348852423,0.169435071,0.372197309,0,1,1995,2573101387,12
0.666327569,0.134002606,0.681928197,0.118823529,1,0.90714015,0.028094112,0.025115983,0.628651101,0.395422928,0.380952381,0.000501839,0.429918002,0.153277637,0.312886223,0,8,1995,2296791579,14
0.144455748,0.040571456,0.551539413,0.257090909,1,0.950480558,0.033214567,0.026198577,0.692904698,0.480431531,0.285714286,0.000599796,0.403305182,0.153778699,0.359418021,0,8,1995,1971394954,14
0.384554768,0.223627186,0.162450431,0.115561298,1,0.994920982,0.372803748,0.004484802,0.726297197,0.060482234,0.75,0.088726311,0.232083976,0.205409204,0.573412039,0,0,1995,1981573856,54
0.10663765,0.053851185,0.475464568,0.089781715,1,0.973997001,0.003727283,0.056006428,0.7599354,0.359127948,0.35,0.000101349,0.083015847,0.083080836,0.164762293,0,74,1995,2138044776,13
0.135473341,0.050269412,0.168144653,0.202903811,0.991093551,0.998378736,0.014883821,0.037306024,0.29489392,0.146782658,0.25,0.000903061,0.075639112,0.064289384,0.193103448,0,7,1996,2132034710,13
0.016322089,0.007873672,0.227669126,0.019188641,1,0.853718505,0.00629458,0.054356371,0.313215402,0.196545275,0.3,0.000180158,0.054312432,0.030001203,0.450191571,0,0,1996,2122823799,13
0.129986245,0.111472727,0.2059377,0.12987013,0.996949389,0.998364431,0.043149086,0.032991554,0.358056904,0.171994027,0.428571429,0.006919069,0.289464865,0.228999865,0.418285714,0,0,1996,2153674909,12
0.706510682,0.274130026,0.437131341,0.35375927,1,1,0.113623925,0.00317729,0.587890938,0.197630232,0.476190476,0.031097461,0.229965482,0.13600529,0.586529896,0,69,1996,2520630180,14
0.169188446,0.082656079,0.254656684,0.323185012,1,0.999509167,0.020267169,0.03847247,0.608099525,0.26135644,0.428571429,0.001571995,0.433412883,0.159921932,0.310502283,0,130,1996,2139450540,12
0.286876907,0.08820889,0.447228549,0.256961131,1,0.999677909,0.033822862,0.009137724,0.710164871,0.261795299,0.523809524,0.001589911,0.525693064,0.160911751,0.343149399,0,88,1996,349920261,14
0.077306733,0.179973867,0.244195425,0.086299892,1,0.983264489,0.12587103,0.01320968,0.809329808,0.173322995,0.578947368,0.007772395,0.592737175,0.161019349,0.10348226,0,75,1996,2001823441,34
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,2,1997,2576840705,53
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,4,1997,2564076948,54
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,9,1997,2061861660,14
0.159412405,0.141476936,0.630071007,0.617618391,0.99772644,0.999710296,0.054982921,0.123354931,0.194967486,0.398089834,0.2,0.003537653,0.062944758,0.100843542,0.116995074,0,1,1997,2135746971,13
0.178454842,0.117282836,0.18179217,0.091311464,0.999699598,0.997090865,0.048156073,0.019055247,0.301321419,0.133990574,0.35,0.013387168,0.164699293,0.337659721,0.288071917,0,0,1997,2109003658,13
0.240478781,0.176372754,0.482657643,0.410272546,1,0.999515581,0.049271692,0.085157373,0.315110975,0.451022026,0.2,0.003929104,0.201817806,0.389687732,0.151904894,0,0,1997,2113638167,13
0.037826685,0.021084785,0.351636764,0.245901639,0.970294325,0.976182572,0.052778232,0.105360737,0.320103725,0.3460922,0.428571429,0.003552752,0.519668805,0.398409313,0.3046875,0,55,1997,1718899438,12
0.138193689,0.122122902,0.525670708,0.528363283,1,0.988600426,0.023718653,0.108386776,0.327815214,0.473203325,0.35,0.000821982,0.16432761,0.101640019,0.112960761,0,29,1997,2061475788,13
0.255158184,0.360342936,0.458807094,0.21761658,0.904828549,0.996984845,0.030192996,0.125967687,0.397189541,0.437054632,0.428571429,0.001108914,0.436568648,0.350425981,0.4,1,7,1997,63193587,12
0.105289929,0.100608137,0.86278152,0.168333333,0.980119284,0.990542184,0.022031746,0.055299713,0.406337911,0.392523505,0.238095238,0.000379017,0.320343094,0.16050685,0.39821883,0,69,1997,1963549199,14
0.348931841,0.157488296,0.718495614,0.55185567,1,1,0.079497315,0.023819001,0.490505238,0.601297718,0.285714286,0.002942466,0.226386371,0.155999933,0.338751484,0,188,1997,2175934340,14
0.155603917,0.080673996,0.432495062,0.364986737,0.939701285,0.996550295,0.01244393,0.057769426,0.49327815,0.317670168,0.3,0.000466855,0.088486309,0.099312394,0.23603373,0,0,1997,2402251762,13
0.089775561,0.485464745,0.103697835,0.032961931,1,0.99941476,0.242369226,0.003643254,0.547331036,0,0.421052632,0.069562051,0.116631968,0.036074841,0.165106702,0,0,1997,2114421234,34
0.301119023,0.13354409,0.445258999,0.229545454,0.998319328,0.998400914,0.072943208,0.011751221,0.558554172,0.344001679,0.333333333,0.004483399,0.422220257,0.203924175,0.648949204,0,8,1997,2463176908,14
0.041765169,0.057505874,0.255319149,0.189701897,1,0.976973381,0.272260089,0.017671482,0.743838861,0.140043254,0.416666667,0.018817791,0.238517447,0.170800734,0.263919183,0,0,1997,146467676,54
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,1998,2123579239,13
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,1998,2809903319,13
0.03232917,0,0.499679278,0.379310345,0.952293578,0.991930003,0.083312798,0.488760605,0.165374385,0.70029434,0.083333333,0.00103785,0.458167651,0.180839356,0.152999935,1,14,1998,2125673944,52
0.040786599,0.037898846,0.157142857,0,1,0,0.004568298,0.399626908,0.360475957,0,0.066666667,2.00E-05,0.203597877,0.125239468,0.200570232,0,4,1998,1984708578,53
0.450481431,0.318191962,0.330707803,0.384083045,0.996244648,0.999926785,0.077792864,0.053707065,0.411429026,0.270404082,0.142857143,0.01405154,0.306820844,0.274124581,0.349809886,0,2,1998,1932193657,12
0.312929849,0.081614625,0.31350632,0.233944954,1,0.9959325,0.056755702,0.052954923,0.451531692,0.297750059,0.285714286,0.007777527,0.20892113,0.096844644,0.517391304,0,2,1998,2108660390,12
0.166327569,0.147289927,0.491918617,0.377396631,1,0.999433279,0.101065026,0.010381195,0.538752612,0.369164337,0.380952381,0.009036122,0.350308915,0.334792355,0.414044927,0,14,1998,1980397419,14
0.174465921,0.035547082,0.580232981,0.237647059,0.947735192,0.971584182,0.046783933,0.062897654,0.54954817,0.708146331,0.238095238,0.000432516,0.49745838,0.184980972,0.547550891,0,9,1998,2276651127,14
0.139825898,0.194001308,0.210223299,0.159125315,1,0.670100847,0.000802237,0.060166135,0.556813286,0.06843613,0.35,3.37E-05,0.174753182,0.176777687,0.103666521,0,3,1998,2228043547,13
0.144178455,0.151998007,0.414299112,0.47352614,0.760771705,1,0.004108517,0.123379918,0.607808462,0.504944853,0.3,5.04E-05,0.084588351,0.085074386,0.119122257,0,6,1998,305825059,13
0.191489362,0.216621704,0.166109785,0.050598926,1,0.823729969,0.158826886,0.002661332,0.624124498,0.022523756,0.75,0.025417971,0.261398811,0.102654144,0.407121708,0,29,1998,2320065784,54
0.187032419,0.184335917,0.639915169,0.31372549,0.985768501,0.960894316,0.185994692,0.128470339,0.656599664,0.520265279,0.315789474,0.002005902,0.519692417,0.354698885,0.074548193,0,0,1998,2088166175,34
0.279679534,0.150405698,0.215855573,0.279104478,1,0.947671376,0.013059833,0.007869679,0.732994563,0.08787204,0.733333333,0.00131189,0.200852678,0.162092854,0.670529691,0,7,1998,2099310301,53
0.214363439,0.256299249,0.439103601,0.179234559,0.916498316,0.981759962,0.006276503,0.068604304,0.833843268,0.35163955,0.25,0.000144483,0.161138798,0.230909204,0.230334052,0,7,1998,2302909591,13
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.75E-06,0.688923715,0.311332432,0,0,8,1999,2109309663,12
0.157236126,0.077434827,0.268607081,0.652413793,0.64057971,0.856062307,0.005348244,1,0,0.744119054,0.1,1.12E-05,0.056742836,0.033872365,0,0,0,1999,2100493764,13
0.048422198,0.025340268,0.412614607,0.265043103,0.922837587,0.98014821,0.024440232,0.114185291,0.333708189,0.413686791,0.2,0.000781767,0.168440493,0.22682424,0.163793103,0,2,1999,2311764389,13
0.138193689,0.041324322,0.483151475,0.148275862,1,0.971265065,0.015402336,0.069752284,0.365355323,0.337053995,0.25,0.000580852,0.186989885,0.22669287,0.212324393,0,8,1999,2462356061,13
0.256358087,0.081973068,0.651574869,0.371603774,1,1,0.062119694,0.015993206,0.563199783,0.460656031,0.380952381,0.002766144,0.376389474,0.307702515,0.500617957,0,201,1999,2134179287,14
0.24265506,0.12544305,0.205835731,0.08731448,1,0.997375343,0.008261917,0.005534916,0.569028615,0.082368007,0.65,0.001561912,0.124429801,0.105901329,0.292034215,0,7,1999,2340724681,13
0.224313327,0.153173416,0.480823304,0.246888889,1,0.999941819,0.077861389,0.006249994,0.58646284,0.296748526,0.428571429,0.008801779,0.329762976,0.185230298,0.476649306,0,8,1999,2044451642,14
0.227038942,0.111942434,0.369399491,0.525310411,1,1,0.090636159,0.072984516,0.594657626,0.343429867,0.333333333,0.00716429,0.34892923,0.30533213,0.615831178,1,2,1999,2618613656,52
0.091769847,0.012305072,0.56122449,0.293103448,1,0.832548404,0.011052333,0.128490672,0.616318442,0.587355487,0.2,8.41E-05,0.35275039,0.287333621,0.144856278,0,88,1999,32455549,53
0.177304965,0.244234618,0.405940594,0.563607085,1,0.989391796,0.203575731,0.045629698,0.67334784,0.186094921,0.25,0.004901604,0.395651893,0.286909686,0.249701314,0,11,1999,2117247785,54
0.07210488,0.007235305,0.473321859,0.265625,0.778751369,0.854362505,0.009462902,0.096917785,0.735256514,0.516051527,0.2,6.65E-05,0.355299975,0.167911276,0.579425113,0,8,1999,173853971,53
0.420279206,0.270804774,0.236666859,0.260176018,1,1,0.051944416,0.0103989,0.749931682,0.105689955,1,0.015494291,0.293730376,0.093547474,0.169330446,0,24,1999,2148669659,52
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,2000,2405613006,13
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,2000,2635174194,13
0.110990207,0.073479304,0.545317072,0.575659229,0,0.910197231,0.010993613,0.400820168,0.094824388,0.556671023,0.05,6.03E-05,0.116402939,0.064866085,0.155993432,0,301,2000,3023825458,13
0.178998912,0.21074532,0.717268793,0.654752194,0.980766246,0.999299766,0.03699789,0.206643023,0.180919507,0.511841997,0.2,0.001045437,0.073966314,0.15360293,0.054082628,0,4,2000,2227221368,13
0.310866575,0.099681985,0.506622815,0.560102302,0.992469963,0.999853193,0.059405523,0.142604105,0.31404045,0.440701173,0.142857143,0.003503864,0.319807128,0.286770474,0.539325843,1,19,2000,2163213487,12
0.173558215,0.112835207,0.209783172,0.229758728,1,0.999649514,0.029838334,0.021439801,0.342289447,0.160788266,0.45,0.00501281,0.067719817,0.031865816,0.220490716,0,0,2000,2117595568,13
0.565337001,0.306266389,0.325625362,0.368891224,1,0.999973832,0.091573455,0.033532395,0.481088929,0.25931013,0.285714286,0.029486313,0.276965698,0.155356329,0.348639456,0,0,2000,1843256892,12
0.040411462,0.020566694,0.296762364,0.252873563,1,0.994722761,0.079310157,0.095041878,0.496786641,0.328833975,0.333333333,0.004443846,0.178392723,0.153808295,0.70161573,1,16,2000,2206994961,52
0.394201424,0.158902457,0.437061424,0.255927602,1,0.999818664,0.102485146,0.006313644,0.524464125,0.275644571,0.428571429,0.014120071,0.388759345,0.192174108,0.547550891,0,162,2000,2004001993,14
0.068158698,0.041343694,0.351304498,0.088252427,1,0.952879237,0.042351285,0.007398297,0.559950439,0.121569516,0.476190476,0.002673462,0.421663302,0.215982379,0.465810165,0,14,2000,200641886,14
0.218221896,0.085939402,0.242391695,0.172483561,1,0.999111554,0.129992203,0.01454105,0.575352903,0.17889943,0.75,0.052791584,0.124145656,0.047133272,0.538108385,0,0,2000,2148657795,52
0.133297062,0.033375899,0.72251976,0,0.23219814,0.942696351,0.002837784,0.142446987,0.622835665,0.496042939,0.3,0.000104754,0.181192517,0.127176598,0.114274258,0,58,2000,2612550188,13
0.475076297,0.396351175,0.369228228,0.208230519,1,1,0.082213028,0.001713603,0.631864529,0.216968396,0.571428571,0.025426526,0.298664283,0.1548352,0.72167042,0,8,2000,252886393,14
0.130811663,0.049160212,0.366412214,0.336076818,0.991603053,0.989094875,0.197593008,0.023530618,0.706095152,0.140991471,0.75,0.007946907,0.267974936,0.133103008,0.394009216,0,9,2000,1972319429,54
0.234522942,0.17189778,0.117270789,0.155393053,1,0.995704367,0.015395611,0.005998437,0.75882418,0.071020077,0.666666667,0.00225376,0.083076707,0.046815179,0.905674668,0,7,2000,652370045,53
0.804239401,0.459351391,0.42081448,0.220512821,1,1,0.118431706,0.020167718,0.804136946,0.146117066,0.421052632,0.004849183,0.462203023,0.220440849,0.143406593,0,4,2000,247448339,34
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,2001,2799206879,13
0.110729023,0.043187778,0.268006442,0.147954545,0.999821769,0.999895754,0.074924726,0.021342677,0.283516795,0.119562734,0.428571429,0.0296064,0.159981061,0.148463477,0.359937402,0,2,2001,2638929366,12
0.145266594,0.128115364,0.415829225,0.176328052,1,0.989491357,0.01614474,0.05102873,0.325140646,0.275070161,0.25,0.000849873,0.039987958,0.069192233,0.212931034,0,11,2001,1838071985,13
0.108269859,0.219970723,0.358823861,0.175962226,0.997783143,0.999435043,0.015603946,0.018861883,0.32763581,0.162092146,0.3,0.001814069,0.039671585,0.09703253,0.330070609,0,7,2001,2125424075,13
0.487486398,0.286535646,0.248552183,0.221727512,1,1,0.030586629,0.005702103,0.432058891,0.075987599,0.45,0.014098396,0.093117652,0.03704509,0.21326853,0,0,2001,2043615484,13
0.522696011,0.168515557,0.272332525,0.209964413,0.999613118,0.99994343,0.053423245,0.024622831,0.437661831,0.176068906,0.285714286,0.013639481,0.10254002,0.04062142,0.370915033,1,64,2001,2306977568,12
0.171922686,0.119793426,0.263301941,0.145238445,1,0.999823984,0.133846896,0.003369368,0.484212933,0.127778393,0.523809524,0.037821806,0.209163279,0.062823856,0.627418429,0,301,2001,659798248,14
0.069684639,0.024866065,0.595566689,0.668031496,1,1,0.055267951,0.033499292,0.536901867,0.55196092,0.238095238,0.00106622,0.340105292,0.157121942,0.546237819,0,29,2001,2116773775,14
0.293997965,0.125160481,0.426512735,0.404248005,1,0.99998156,0.145475746,0.006157367,0.537902252,0.353580759,0.523809524,0.027770703,0.279587416,0.137155775,0.492696066,0,201,2001,76682612,14
0.224099927,0.248867252,0.514805273,0.468992248,0.993680556,0.997434413,0.078900848,0.112360862,0.538716827,0.470092609,0.25,0.00391744,0.565422227,0.545437775,0.245835091,0,4,2001,2129568668,52
0.227738377,0.233722043,0.257096467,0.214348207,1,0.996840682,0.558499018,0.003634426,0.75195212,0.092292987,1,0.216701851,0.256748921,0.242051611,0.557205127,0,0,2001,2226183506,54
0.24923703,0.12355326,0.554076724,0.364903226,1,1,0.029053619,0.020966007,0.754530805,0.475009211,0.238095238,0.000638225,0.436780086,0.278658597,0.564303655,0,0,2001,2089616028,14
0.040058267,0.030951242,0.286122838,0.26626506,1,0.999790486,0.028993117,0.010937747,0.77086932,0.265756161,0.533333333,0.004200772,0.158066966,0.115153744,0.96594235,0,29,2001,144684561,53
0.092986604,0.062074667,0.349344978,0.202898551,1,0.920461634,0.181893608,0.035182974,0.773493438,0.18698941,0.666666667,0.005556769,0.298674399,0.139469914,0.351142473,0,121,2001,2120662034,54
0.181484203,1,0.247889834,0.256234967,1,1,0.075854219,0.002663149,0.803749688,0.113029866,0.916666667,0.057886976,0.384104194,0.13145778,0.280839225,0,7,2001,317508920,52
0.093516209,0.207688605,0.727199137,0.156862745,1,0.983246909,0.078794967,0.140422362,0.84083706,0.724903977,0.368421053,0.000414883,0.752529815,0.962367695,0.125,0,2,2001,2000097935,34
0.110972569,0.126990677,0.409896562,0.160756501,0.99718398,0.983593622,0.162026327,0.045312531,0.851499829,0.284327107,0.368421053,0.004054942,0.40348244,0.169302478,0.146468144,0,46,2001,2097474894,34
0.1201748,0.290535786,0.164184487,0.053550252,1,0.949435847,0.025097622,0,1,0.094686745,1,0.05758782,0.162275279,0.072682715,0.668813597,0,2,2001,2147764452,53
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000206256,0.612545357,0.436376007,0.528779253,0,2,2002,2159466601,54
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,4,2002,1965698830,34
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,2002,2082502251,13
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.92E-06,0.250943094,0.168274598,0,0,0,2002,2978738572,13
0.354189336,0.324664403,0.994710202,0.693189655,0.807032767,0.997365525,0.091549235,0.610761189,0.083001315,0.859695756,0.25,0.002167412,0.317759227,0.854617761,0.14513313,0,0,2002,2026348770,13
0.159412405,0.183224842,0.144545443,0.083575826,0.998609008,0.992184375,0.046480579,0.02862848,0.275765744,0.172794676,0.25,0.008673379,0.159265969,0.252401238,0.354759256,0,1,2002,2951079984,13
0.127235213,0.158528761,0.447924551,0.382165605,0.990733591,0.985547232,0.040349013,0.139974978,0.374165879,0.439329882,0.428571429,0.001708379,0.372005294,0.225615893,0.208955224,0,20,2002,2106780043,12
0.264417845,0.198286978,0.243774732,0.296336207,1,1,0.030333224,0.021386539,0.388242203,0.193691122,0.3,0.005231237,0.089622531,0.05302086,0.191991916,0,6,2002,257078806,13
0.365887208,0.136965093,0.421881957,0.318550107,0.999796256,0.999548156,0.160645886,0.061931507,0.406339701,0.358573354,0.285714286,0.051798444,0.18021344,0.25681598,0.315171836,0,11,2002,2158894009,12
0.363136176,0.292834427,0.242616593,0.246153846,1,1,0.063514596,0.030600049,0.42634793,0.175753736,0.571428571,0.015603942,0.112905093,0.067270108,0.434940855,0,8,2002,66065201,12
0.110947832,0.048884334,0.271976306,0.135284139,1,0.996189611,0.06816519,0.034395522,0.497876543,0.192505957,0.416666667,0.009231828,0.102793065,0.135431527,0.453483307,0,144,2002,2595063541,52
0.256857855,0.302514074,0.352290906,0.171875,0.999065809,0.998700255,0.328139133,0.058651571,0.560238541,0.273488112,0.157894737,0.012223189,0.186014357,0.089694338,0.177835052,0,6,2002,368308055,34
